	TWDN-WUR-117-A1	TWDN-WUR-117-A2	TWDN-WUR-117-A3	TWDN-WUR-120-A1	TWDN-WUR-120-A2	TWDN-WUR-120-A3	TWDN-WUR-124-A1	TWDN-WUR-124-A2
B_cells	2.794760682371835	2.3427550912593866	6.419098379698919	1.9169733156078423	1.6544233536431725	1.748439236510018	2.4530061751111925	3.165007762206232
B_cells_std	0.45335812875734	0.24785338189954526	0.4242889032082521	0.3009780613165657	0.3318445335171826	0.4216290375965984	0.4745100528357392	0.6999542023461313
CD4_T_cells	20.884336744810525	12.1562418140473	25.702430775144755	1.1888555866311423	5.747021406932182	2.986328128376338	20.132333565775916	17.83484134479198
CD4_T_cells_std	2.441662406964351	1.7023023043891419	2.18094411077234	0.3214825977601598	1.2191004895644533	0.4734460382318384	1.3011285240194022	1.4609990613014785
CD8_T_cells	33.30832197703603	44.93932981380272	32.78726315277292	2.4226213963249457	4.1935061490645404	5.7120941599299195	13.357382570485418	17.284006614714514
CD8_T_cells_PD1_high	16.098417804612744	32.64773655078097	19.791640560551354	1.2750859190456016	2.2322245396753964	3.0378410712667803	6.598213970321685	7.637744520314884
CD8_T_cells_PD1_high_std	1.950114349221459	3.654607139077896	1.6338168769172432	0.25472919738222033	0.3929149457612504	0.35313097117069786	0.6282909277689984	0.7235070315430642
CD8_T_cells_PD1_low	17.209904172423283	12.291593263021744	12.995622592221574	1.147535477279345	1.961281609389145	2.674253088663138	6.759168600163735	9.646262094399628
CD8_T_cells_PD1_low_std	2.4654586032523347	3.0818703838510215	1.4697854691164527	0.17709319583940294	0.26831520779871026	0.41567390233227	0.6569560917553506	1.7077236162969345
CD8_T_cells_std	3.863844654202265	2.750879573821939	2.625702124545744	0.4057758542228578	0.6001034820051432	0.5946546523689578	1.0676105326953331	1.3885288217602694
Lymphocytes	59.73456289479376	60.65980426542426	66.21047101358747	16.375754105524262	31.069878776841033	27.238662262706214	48.44829918086592	43.658981458988656
Lymphocytes_std	2.323139704300762	2.2890028526255075	2.3366677018618844	0.9705354086908354	1.5468111387676544	1.11540930023859	1.7205386385661516	3.105750644363821
Macrophages	34.51701203404158	18.561577609263797	31.89157709133429	69.32385349759438	54.00894913119447	56.503086074404315	43.74164388123243	40.746941912956245
Macrophages_M1	4.914979685185639	3.9517529741849087	4.357660378396549	4.5405220887130495	3.166472403815165	3.937425419019453	7.060242694515686	5.149491123030309
Macrophages_M1_std	3.0792587344404816	2.9240059254879984	2.0751033454547123	3.642886180272906	2.9284975175209884	4.785636530512459	3.1446504840225016	3.0925827595095026
Macrophages_M2	29.602032348855943	14.609824635078885	27.533916712937746	64.78333140888134	50.842476727379314	52.56566065538487	36.681401186716734	35.59745078992594
Macrophages_M2_std	2.0389293385355534	1.303708552314027	2.1947174981279507	3.9535211581384746	3.900305552601834	3.8020426643903362	3.607730639573722	2.6526822345933647
Macrophages_std	2.1066341587693183	1.9719930388940132	2.1746261357051124	4.809636743538867	5.3531644137788135	4.7202908551082965	3.0049635306756115	3.005227532831348
Monocytes	3.3635969241651256	1.0544275778954273	0.8155615029827518	1.89125029515594	2.5813894894382505	2.298478902307953	2.18690226119346	7.1608756739454105
Monocytes_std	1.2328148996382309	0.3063127836102726	0.8215673339762559	1.8988314980140448	1.5807839211612311	1.1816631129920845	1.6499062301272658	3.257384163346445
NK_cells	2.747143490575357	1.2214775463148635	1.3016787059708463	10.84730380696033	19.47492786720113	16.791800737889947	12.505576869493384	5.3751257372759245
NK_cells_std	0.4183946793945231	0.26973883598164955	0.20050665558708056	0.9423662102928404	1.6495868124970294	1.0983663712608405	1.1274316048026294	1.4509148357117403
Neutrophils	2.384828146999572	19.724190547416534	1.0823903920955185	12.40914210172542	12.339782602526258	13.959772760581535	5.623154676708206	8.433200954109724
Neutrophils_std	0.5134392716593214	1.3724559265735072	0.4843667997358189	2.0144121486917648	2.265236514855121	2.488413613139908	0.7320989107948669	1.4971608434188524
Non_plasma_B_cells	2.421283813193474	0.5228966953676362	0.939519671327943	1.816781960882836	1.6102233964104389	1.6877870581832441	2.3847589904699285	2.8664414813767203
Non_plasma_B_cells_std	0.472900712973243	0.1566668843156247	0.3729125061976568	0.2789127501854869	0.3633232979558885	0.4054767900202004	0.4850768261542765	0.7108771957482383
Plasma_B_cells	0.3734768691783607	1.819858395891752	5.479578708370976	0.1001913547250065	0.04419995723273409	0.06065217832677446	0.06824718464126407	0.2985662808295125
Plasma_B_cells_std	0.1157205022703216	0.2378393538284624	0.4242532833104516	0.04862718836178523	0.04038674176450582	0.04185780787273709	0.05099888499833982	0.07993741133273366
T_cells	54.19265872184656	57.095571627850006	58.48969392791769	3.6114769829560887	9.940527555996724	8.698422288306256	33.48971613626133	35.118847959506496
T_cells_std	2.672061443086569	2.3349517703803984	2.007571229166162	0.5054552773631684	1.5698233721567227	0.7287260789816591	1.7721197118475445	1.7029400761753812
T_helpers	9.438708976942284	2.877818235960087	10.211950778525184	0.3918161477753916	2.9023670963442303	1.270948838769965	18.204353040973867	13.898662662917776
T_helpers_std	1.01196454316421	0.6007192459277949	1.8209947613703108	0.13607482193609474	0.5864620949022628	0.1847330494144156	1.3348469038536812	1.1196870914016566
Tregs	11.445627767868242	9.278423578087214	15.490479996619573	0.7970394388557508	2.8446543105879534	1.7153792896063724	1.927980524802044	3.9361786818742033
Tregs_std	2.2557017941796245	1.795346899194143	3.0052953790736114	0.25157819058278197	0.7971144987157427	0.4283213354964341	0.4953355388539341	0.5747808313211671
