	NSCLC_Lambrechts_10xv2_Sample_4b	NSCLC_Lambrechts_10xv2_Sample_3a	NSCLC_Lambrechts_10xv2_Sample_4c	NSCLC_Lambrechts_10xv2_Sample_3c	NSCLC_Lambrechts_10xv2_Sample_4d	NSCLC_Lambrechts_10xv2_Sample_3b	NSCLC_Lambrechts_Sample_1b	NSCLC_Lambrechts_Sample_1c	NSCLC_Lambrechts_Sample_1d	NSCLC_Lambrechts_Sample_2a	NSCLC_Lambrechts_Sample_2b	NSCLC_Lambrechts_Sample_2c
Macrophages_M2_std	1.055638200943817	2.374870006769584	1.176872847176904	1.7530562231275624	0.7096977002794287	2.0019008145028816	1.0548741438845244	1.1146556364995053	0.6648263732556656	1.1545360673790246	1.440593062795129	1.3248942509219763
Macrophages_std	0.9465425102864164	0.9936003817985556	1.0893527679378554	1.2508472493062863	0.7699698612454733	1.5042855035935383	0.9094082545254514	1.056497235716495	0.8735891395849096	1.155807066071202	1.255895045970056	0.8401017114477525
Monocytes	0.20092529607439866	0.9249058819280226	0.2672398831554261	0.8243572950739001	0.2467067538653113	0.8188709857925559	0.3280941335713617	0.2949863303977279	0.25259770409015586	0.28800376178279863	0.31573629837436124	0.4240874878464905
Monocytes_std	0.091501014584641	0.1378469119204983	0.07638794443302874	0.20144194095833684	0.08228836036043095	0.1491087504913857	0.09928636426201964	0.10658934761699718	0.13006999229269084	0.10495548167735197	0.06238012849018891	0.05763485639882183
Myeloid_cells	7.019050327057212	20.12590360987994	7.918082959836941	15.00349346663973	5.606931992736621	13.347773956246751	6.830387525805893	5.604705703484969	3.173062261053262	6.893868841265912	9.317413024438164	9.212316539881595
Myeloid_cells_std	0.82043307937875	1.183975276497794	0.8094353665050673	1.24888711865448	0.3946192026066804	1.4097591674859289	0.6766575153776978	0.5864440959619198	0.4686473542113848	0.6969556373514229	0.7685432282327689	0.7386571238294747
NK_cells	0.19746557000208648	0.9782256198746352	0.4821095514145486	0.6665035917218181	0.3302669387080104	0.9572914885907149	1.5921107447465874	0.4721974699828935	0.7584728883792811	0.9822678573205784	0.7935919199963128	0.7546525603798904
NK_cells_std	0.18480070745832086	0.2018565212450796	0.21438809148289312	0.17677333803960316	0.2328274573324121	0.2744411699050079	0.4527313401708058	0.21494501499352664	0.3147198115823796	0.22031221238466653	0.19666777871175212	0.16272563177635133
Neutrophils	0.02814728591615012	0.07654034612295711	0.030451723594943206	0.05353073537925762	0.02583368845208101	0.05991956500343715	0.08297995573518363	0.010344470314659892	0.10875942937136353	0.08190520661467388	0.04527884697839096	0.0587247850144156
Neutrophils_std	0.0043508149712435185	0.010685650575809929	0.005594797158342438	0.009695578124704628	0.012505208177421406	0.009984608584774277	0.00962665070226715	0.0032096233141679217	0.00850068588570035	0.009198999577992736	0.005337088677904929	0.007051432164325034
Non_plasma_B_cells	1.4896041876089767	2.1849323884357683	1.43268851476974	0.8133214197689493	1.3324284600815994	1.5496237567688291	2.8620485566650284	8.068274342301496	5.014297908793884	5.716237192206633	1.6150747345264356	3.645778373859867
Non_plasma_B_cells_std	0.35573093169165465	0.35081425238113684	0.35924735703222066	0.12751422469252754	0.3618449648749266	0.2047564499991076	0.5038455853303835	1.4981422552876469	0.7053080817525905	0.5905760074943578	0.3210558618379277	0.3993994443625653
Other	47.83368936802862	48.679225718495	57.57435483066939	73.06462774524498	60.42816521646853	48.70201168076044	55.4551572912079	42.55121957480954	44.7692814206013	64.58483782276633	64.77619339374637	59.53541449111489
Other_std	4.100944035692412	2.570722208662592	3.660363095878021	1.918769561024669	3.864626227634488	4.264142326176789	2.6715314198408895	2.5968181772233665	4.436194198471457	3.839965432653699	2.4878419026586007	3.161379220581256
Plasma_B_cells	10.000038028290039	6.437329485415384	12.024277305540199	2.920961531296796	10.532799181156802	9.009663678480932	18.99297593501073	19.34722872714236	12.211077707862316	10.336834826819548	14.560791516756115	9.193585892645585
Plasma_B_cells_std	2.4715736489330955	2.0981010826143107	2.8199132433808045	1.007252136792185	2.6831108330985707	2.947123498695753	2.2139354639059863	2.9897022607257524	3.6844229946311544	3.5033897067663218	2.1180014046801108	2.7108304719423724
T_cells	32.00239371366673	10.806748232887859	19.78498761872919	5.516810205164559	21.51871753970534	12.887960715018226	13.944345032014295	22.241034810189923	32.51568114176656	11.825562992885814	6.2501449976539725	11.648416107278775
T_cells_std	2.140869776116029	0.7968945514312196	0.8378316111709508	0.4116091268258879	1.5323363266847654	0.8255107224612231	0.918739442071622	1.2575661672834633	1.4166511148684895	0.4864972534675746	0.3595967527632365	0.5178968222355239
T_helpers	2.18624178943465	2.2472071210021283	1.841571370387297	0.8644852513815462	2.137688082410558	1.5656394049962152	3.5847413519473945	11.709586289753943	10.605097052424377	4.715064224465455	2.2273072985866462	4.39556462990282
T_helpers_std	0.880647821716152	0.3614770570089532	0.5646251487605589	0.18661103842349108	0.5301435007548986	0.3022928694378843	0.4253565797518119	1.2746088141533467	2.0484360767465697	0.5916197348015813	0.1866496293004595	0.5375427841132749
Tregs	0.4726139622274699	1.0005638055386008	0.5722661276371012	0.9299195707784598	0.5069042011702252	2.108163413289364	0.3763577151431196	0.4449382139973328	1.4306127769262114	0.4074206932590588	0.4012929122979093	1.0164216385850018
Tregs_std	0.4841395093023963	0.25559126374080315	0.4189338261367009	0.2867500809510496	0.3657136169727239	0.6312590235257007	0.2174527831054272	0.20920373860587185	0.5035789646736321	0.11701695760711432	0.13139259595121802	0.2394849676770258
