	cy53	cy58	cy59	cy60	cy65	cy67	cy71	cy72	cy74	cy75	cy78	cy79	cy80	cy81	cy82	cy84	cy88	cy89	cy94
Endothelium	6.491300985428522	0.08886840986197392	0.012681018644371135	0.00163106425666489	0.011808758910700715	0.3119159754960667	0.0656711522473898	0.0	0.0006584300931036065	0.005073084983839072	0.020065170748913157	0.1332710356294919	3.3973441595515586	0.2782166414512093	0.0	0.4041733381056886	0.0	0.1951566758966398	8.864940266242394
Endothelium_std	0.2733050027943063	0.020585263337241463	0.007001125998860225	0.002963636990120901	0.009989231058366473	0.05735413095858805	0.028058064233718576	0.0	0.0020821387742041213	0.00830198710368433	0.01910131176893837	0.027959379536822117	0.21619634949034952	0.07535449088661303	0.0	0.04252090453907738	0.0	0.030551758618893983	0.5947656548482866
Fibroblasts	4.617649119951667	0.0221901229757346	15.331975454475856	0.06346635905552102	0.12571989121760793	0.09485758762936128	0.01827831693724445	0.03503320045844692	0.02026646412088534	0.0960280875757263	0.3211467012702626	0.019016910476113844	4.712489200301978	0.1962469443416133	4.603348701698005	1.895771153501275	1.6659790763724616	0.10115722713858456	4.733154040447672
Fibroblasts_std	0.4526401643207159	0.03203676275625947	1.094734269312855	0.042868318936240254	0.06960375367224789	0.046655209803209766	0.015991321503567937	0.031051644280013956	0.022648393274039603	0.0344825779512753	0.17375694484375834	0.02622113755590201	0.3590466217535468	0.09728017032953032	0.32002500818305796	0.19256331071261548	0.11487283616706548	0.06780169331145572	0.4435560106633185
Immune_general	73.75723492362104	80.90980584415594	0.7385939389207029	82.87546343802398	74.34411049217744	69.39923129994122	28.733239190880045	76.46105082571027	85.5083330119592	85.58642752348659	1.8547434472931739	43.20054986041221	62.49688170370175	24.369845725032373	45.43366953530274	82.78694591795505	55.73949487516805	72.8117889164327	70.77535819501904
Immune_general_std	2.3060271433044695	3.1259202562004917	0.10160820036458593	4.235087499932335	2.0758166909232734	1.76952797830236	1.2129885873960298	2.2910670516732385	3.4703000776250685	3.5707000571107788	0.297581432478513	1.1793785913614074	2.071595628062627	1.3064275662902436	1.0974053858140824	1.5112837675465636	1.4940474205941312	2.23089367509688	1.8899839007205468
Lymphocytes	57.768040390152166	75.3357447446838	0.07597895879626754	77.14055139528881	68.80012863724903	64.61709435253292	23.653484296002325	70.64022690981724	77.1077799981888	81.23581387236653	1.3512155531988654	40.90174124133451	58.91344083659506	21.905368697384624	35.436832745761656	66.10811399884811	40.65415897140323	61.717667662847774	64.89450248127275
Lymphocytes_std	2.203735336739213	3.0141290596492545	0.059131891953918575	4.578925985360629	2.505090468271385	2.2582504879246046	1.2918857094496128	2.7649314520237307	4.620846576851021	2.9924493337918996	0.06060267115592989	1.7386227721875518	1.5292386630185892	0.8664304170417945	1.448847748135088	2.8407428099116645	2.2500078335136577	1.5407578199870158	2.049391729220857
Macrophages	4.993405786917925	0.3714437914193168	0.5911293892367634	0.6104225524433672	0.4713602336290741	0.22724266230331686	0.3799177243310065	0.29303114822230963	0.8867813723737119	0.3068564737391377	0.014789349892351243	0.037511875682230494	0.1970013395613422	0.01880915434928024	2.6149946348667115	14.787024123025871	11.286780242522127	1.7639643451782994	0.7351016195403938
Macrophages_M1	0.3791553137652852	0.15735255169010692	0.2813962902047208	0.023904470803146248	0.006642736296908749	0.03614028752064067	0.014693789015064244	0.0	0.2058395202815116	0.0054375142006811185	0.0019328122489050128	0.0020064050675502308	0.0045817121288047385	0.0013097788631033752	1.1258818311246022	5.2003102243874935	0.4797883939125163	0.02805410662826113	0.00024398360583288467
