	CCRCC_5	CCRCC_17	CCRCC_10	CCRCC_19	CCRCC_3	CCRCC_25	CCRCC_22	CCRCC_18	CCRCC_26	CCRCC_9	CCRCC_30	CCRCC_13	CCRCC_24	CCRCC_15	CCRCC_27	CCRCC_11	CCRCC_1	CCRCC_4	CCRCC_16	CCRCC_7	CCRCC_6	CCRCC_23	CCRCC_14	CCRCC_31	CCRCC_28	CCRCC_21	CCRCC_8	CCRCC_12
B_cells	1.3262290714851477	2.2252239309432134	6.012321323522039	10.312280294039008	0.45621257893618206	6.939892797166929	2.392872482525963	2.8905156617261403	2.1065108405324584	10.261710912775595	1.059004495574048	4.7383158582291465	7.454702119864808	1.7539036157228454	2.3579415810060267	11.672103872754796	1.3344437211628148	0.6509001585490443	1.04575226470519	0.6039297303704515	4.5127647408309715	1.2920787728713856	3.4096686319720466	2.7363265664860053	1.3433094124161036	14.887017895237348	16.071169727719507	1.7745955326492375
B_cells_std	0.3815901551649845	0.4132502905940114	1.3516851582499052	1.5969476666753335	0.06417204428276045	1.2240197810814637	0.41897297901771396	0.5659023863540044	0.6383451576288908	0.8354831606967603	0.3759923863948596	1.0461152562635463	1.2773144032069816	0.4706891399596693	0.3004451659629555	1.3149883117998027	0.36313364364464257	0.1070711250902149	0.1942976213170852	0.10567534865396894	0.8129856639264317	0.2805903479505725	0.6241860286326738	0.4994008565494549	0.3160896754773129	1.674807656125748	2.788061195821921	0.3267115782792676
CD4_T_cells	4.189153135513162	13.20924164978859	14.991449266989417	7.984577405999446	2.793644634900201	16.261086458564446	4.436206630624864	13.54693743280124	13.509053651257515	12.479341635187573	7.783561938502989	11.666239414841694	12.700962065068918	10.268849549478512	4.25713513327734	11.51737127101401	5.3011948682153305	8.127434794052107	3.298911857178895	3.2019770392316818	14.106289289386913	8.005632309822845	9.837556082102335	6.2217330001217785	8.082825028854257	7.6627728979855885	12.41731885328054	16.176402997344287
CD4_T_cells_std	0.4935883711021335	1.1299409074304851	0.6785550066351494	0.5614902888512477	0.2596673734705527	1.0491870398661527	0.22966620632165585	1.2270378703763636	0.8228528211413183	1.7600683726377457	0.7063432949809659	1.4531143698381688	0.8291953483893894	1.2990795916419422	0.3209456808279941	1.1914819168823985	1.1512682422613327	1.0942020859210095	0.3415369538296209	0.20426166710781926	1.1337699025611208	0.6439943921912139	1.2004770529897688	0.6044592840693288	0.3900748786996423	1.4965941315334903	0.7719674465239938	2.4610802525678146
CD8_T_cells	4.376828930478841	10.642792860438131	4.824808825521896	4.277508380975627	5.1810218421291765	9.92617788842678	3.3819868826631265	9.680277091079976	22.71604657937182	23.55929240085936	5.269872526740794	20.86301638988344	13.116730090751224	9.03034774148885	3.184014699570211	5.256196357463168	20.315146588343648	14.929524292618366	3.959603666330432	1.731109575578904	10.687640841420851	4.466569419058068	33.640529806769905	4.35129289040934	2.4512712732875026	21.22585289292723	7.463461546239023	35.84307725309847
CD8_T_cells_PD1_high	2.0628841060519503	5.912202719005814	1.9906694948353476	1.7965870445181469	2.445149959624388	5.5164408156134535	1.6227576204719854	5.171942820572639	10.267312907434471	12.954421829880747	3.0593226890960463	12.270373800530374	7.6190011788261955	4.302418419493511	1.7714772612238268	2.2759903283903844	11.343160349554115	5.77567522041445	1.8031390350251832	0.7235019588203764	5.1135988123229685	2.5543845867752983	25.81417998546679	1.894372540229189	1.307258864100696	13.23791307069258	4.1071579702849945	25.94946245956925
CD8_T_cells_PD1_high_std	0.2815510507429213	0.9727775243598876	0.3942238828883551	0.39248884534812817	0.22277986171312256	0.7745914394590805	0.2755335311741542	1.1724609841628562	1.5914100658408707	3.204835998468832	0.6653506847188342	1.5908896922622002	1.0584887152981397	0.7843185999643976	0.42555467439165207	0.5995648123183039	1.6505062753556785	0.9307586244336958	0.2782608455980168	0.11330452424189145	1.1787435774399528	0.40325884135936463	3.4003664238000004	0.4334245124031921	0.23975969392508675	1.8236328697300568	1.3634098136895407	3.2419526137353887
CD8_T_cells_PD1_low	2.3139448244268923	4.730590141432316	2.8341393306865483	2.480921336457481	2.735871882504789	4.409737072813328	1.759229262191141	4.50833427050734	12.448733671937356	10.604870570978614	2.21054983764475	8.592642589353064	5.497728911925028	4.72792932199534	1.4125374383463842	2.9802060290727814	8.971986238789539	9.15384907220392	2.156464631305248	1.007607616758528	5.574042029097887	1.91218483228277	7.826349821303112	2.456920350180151	1.144012409186806	7.9879398222346385	3.3563035759540294	9.893614793529224
CD8_T_cells_PD1_low_std	0.32747523246740484	1.1084105495580536	0.5588806994532317	0.4423354409720401	0.4215564389727593	1.1702442608832149	0.29779865422239016	1.0162070643134615	2.3537822034558933	2.6994734681894603	0.2965925929706628	1.0443150780044166	1.1237876476826012	1.0068829642671615	0.27987695220515235	0.9008197767262596	1.4547777068450274	0.7945973280275829	0.39826775291619454	0.15831789738415755	0.7971005357169088	0.4538590484871654	2.9664478634759	0.3270595013225153	0.19796771740012714	1.5895339583740655	0.7959617515885531	3.9353724264735015
CD8_T_cells_std	0.3146709684510067	1.3647651392183755	0.63546716880136	0.5860774451823411	0.4175920732544093	1.4525771010734745	0.3016991061492129	1.3500513196387116	2.135156536655661	2.064746864041091	0.7118017235795666	1.7121910626655013	1.158619255280262	1.4704836950394202	0.3030027155000529	1.1185689738717817	1.8931964757830937	1.2842273138327809	0.3964156928801693	0.20606549942192326	1.320192630268096	0.5051439235755311	1.4328000958300318	0.5891540712881621	0.20816299285449136	1.2298156961798057	1.376064415141932	2.602525919895275
