	lymph_node_20	lymph_node_25	lymph_node_26	lymph_node_28	lymph_node_5	primary_10	primary_12	primary_13	primary_16	primary_17	primary_18	primary_20	primary_22	primary_23	primary_24	primary_25	primary_26	primary_28	primary_5	primary_6	primary_7	primary_8
B_cells	2.72948451978006	3.4696125889493903	3.9211852978227095	4.6243222980522605	3.6499268953093	31.1536226939212	0.0	17.8904353110842	0.0	0.0	0.0	2.0745410549152403	2.17732609620879	0.0	3.39186793917703	0.0	3.709649627272861	3.6429405370287102	3.4277233631060904	2.6434792348646403	4.592251871886179	26.598257431057302
Macrophages_M1	3.0527934928486604	7.670996909858199	3.16404951623434	10.082188679124306	12.255578351013	23.879848659204303	0.0	15.653757070323298	8.73833905366576	8.694228765673131	11.5219255524583	4.09743099235385	13.3625962747964	0.0	27.912452775472	31.6659536139966	11.4384504057501	17.0996210751537	24.725269683111502	13.1711493644103	12.2700527414749	11.137742994763496
Macrophages_M2	4.137364691550752	0.0	1.6564168412480802	0.8720806200018569	0.0700028667472975	0.8749088949731519	0.0	3.90879826132962	0.0	0.0	0.0	2.7858027218429102	6.11108407799217	0.0	0.0	0.0	0.0	0.0	10.6700489407422	2.74524175168759	0.0	0.587041312798834
Monocytes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Neutrophils	3.8667126421051896	0.0	2.7795367788968997	4.0421357690879	7.15459055709352	0.0	0.0	0.0	0.0	0.0	0.0	4.8366205398908	0.0	0.0	0.0	0.0	2.4237414299339703	1.30892918728734	0.0	4.94380047155263	7.43789808109663	0.8465043196776941
NK_cells	0.876643004405462	0.347854387993102	0.9606361466557389	2.40905148050479	1.63887795332275	0.9971657601119872	0.0	1.41787923687674	1.6589457994483698	0.0	2.51936819156238	1.00767996602809	2.2536419965034504	0.0	2.53879778733294	0.0	2.08213514007178	6.80387651544425	2.1043746352108204	3.57286690464427	0.0	1.6588692767326
T_helpers	4.19494108701081	67.43545125668061	0.0	0.0	0.0531971651260323	0.0	0.0	10.3594247921454	31.7695417102934	0.0	0.0	5.3955734981438805	2.05128561426844	0.0	0.0	30.007983261515	0.0	0.0	13.5278121112272	0.0	0.0	38.68461075462671
CD8_T_cells	0.0	4.33330610941869	3.28520077204293	0.0	0.0	1.4080763114634198	14.471069673307598	2.6915951136039196	24.372556394858798	32.0053016788943	37.91940082623789	0.0	0.0	100.0	0.0	22.943480673821306	3.1975322274980598	0.0	4.419147916993912	0.0	0.0	2.3625590302360497
Tregs	0.340407109854109	5.607103548675539	2.57276918301587	8.04436538188412	2.3432827472258704	32.9419217951335	85.5289303266924	32.3125248666273	33.4606170417337	59.300469555432606	48.039305429741404	0.480849841908225	1.5072171820277802	0.0	3.46506087195705	15.382582450667098	6.039150603439991	2.8051265839877897	8.71549087858784	2.98348329066693	0.859206443944207	7.6089642640216395
Dendritic_cells	0.0	0.0	0.198429317917995	0.0	0.0	0.0	0.0	5.14328984824192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Macrophages	7.190158184399412	7.670996909858199	4.820466357482419	10.954269299126155	12.325581217760297	24.754757554177452	0.0	19.562555331652923	8.73833905366576	8.694228765673131	11.5219255524583	6.883233714196759	19.473680352788566	0.0	27.912452775472	31.6659536139966	11.4384504057501	17.0996210751537	35.395318623853704	15.916391116097893	12.2700527414749	11.724784307562333
T_cells	4.535348196864919	77.37586091477485	5.8579699550588025	8.04436538188412	2.3964799123519023	34.34999810659692	100.0	45.36354477237661	89.60271514688587	91.30577123432691	85.9587062559793	5.8764233400521055	3.5585027962962203	100.0	3.46506087195705	68.3340463860034	9.23668283093805	2.8051265839877897	26.66245090680895	2.98348329066693	0.859206443944207	48.656134048884404
CD4_T_cells	4.535348196864919	73.04255480535616	2.57276918301587	8.04436538188412	2.3964799123519023	32.9419217951335	85.5289303266924	42.67194965877271	65.23015875202711	59.300469555432606	48.039305429741404	5.8764233400521055	3.5585027962962203	0.0	3.46506087195705	45.39056571218211	6.039150603439991	2.8051265839877897	22.24330298981504	2.98348329066693	0.859206443944207	46.29357501864835
Lymphocytes	8.14147572105044	81.19332789171733	10.739791399537248	15.077739160441167	7.6852847609839525	66.5007865606301	100.0	64.67185932033756	91.26166094633429	91.30577123432691	88.47807444754167	8.958644360995434	7.9894708890084605	100.0	9.39572659846702	68.3340463860034	15.028467598282692	13.25194363646075	32.194548905125856	9.19982943017584	5.451458315830387	76.9132607566743
Other	80.80165345244497	11.135675198424464	81.46177614616543	69.92585577134479	72.83454346416221	8.744455885192437	0.0	10.622295499767608	-2.220446049250313e-14	-4.440892098500626e-14	3.330669073875469e-14	79.321501384917	72.53684875820298	0.0	62.691820626060974	1.1102230246251562e-14	71.10934056603323	68.33950610109821	32.41013247102044	69.93997898217363	74.84059086159809	10.515450616085689
