	VIC-019-CL	VIC-025-CL	VIC-017-CL	VIC-041-CL	VIC-034-CL	VIC-020-CL	VIC-026-CL
CD8_T_cells	0.310247884740739	0.0	0.308948796403239	1.42540818978807	0.0	0.44943798087529396	0.44022141773982004
CD4_T_cells	1.55253510043116	1.90648746660469	1.21446754161256	2.9640148408114397	0.592710397489978	3.43267545177683	1.60885464664213
Fibroblasts	0.351639825354968	0.7929225184472559	0.707504509832014	0.254109690316239	0.189108439659383	0.51293592324776	0.341656521200506
Macrophages	4.51081330135134	6.524609786182929	7.078313407923599	6.40166569488451	11.752258068928	5.42252510009868	6.0994308268124495
B_cells	0.20006446012758602	0.0	0.0093897657598039	0.110027027809426	0.0	0.023612490970468	0.380531367362248
Tumor	0.204227245210823	2.39696661157022	0.35017398323829196	0.12900275574076595	0.21590847030679397	0.665000410821526	0.0624615575247163
Mast_cells	0.0975891153053388	0.100297663678303	0.18943869734328306	0.2308839092303	0.0426536088334263	0.0767290287526331	0.0768911877601191
Dendritic_cells	0.8076727146970759	0.9782777271325228	0.554946837510581	1.29186706183693	0.397449770746583	1.06197708335123	1.18705240857596
Myocyte	9.09583223509015e-05	0.0	0.0	0.0048541253046390795	0.00015966877762196	0.0	0.0025631460269402
Endothelium	0.244941270201955	0.38041307568332894	1.05820472555069	0.176166199767332	0.20167539206446	0.29534628768328397	0.20262920465426798
P-value	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Correlation	0.884824003394192	0.8679039729840999	0.9123061949220279	0.894131072762321	0.919650521980131	0.9335476946185121	0.927554886101247
RMSE	0.6116993447238951	0.643374235102076	0.564663730005056	0.618716690440745	0.4541346534158591	0.6167432467443729	0.552852500959001
Absolute score (sig.score)	8.279821875743341	13.0799748492993	11.4713882651741	12.9879994954897	13.3919238168063	11.940239757577698	10.4022922842992
T_cells	1.862782985171899	1.90648746660469	1.523416338015799	4.3894230305995094	0.592710397489978	3.8821134326521234	2.04907606438195
Other	91.9244053694675	89.31699176227096	88.87878571806421	87.1410032602511	86.82398465350053	88.7247606532438	89.66016927322555
