	SRR1740054	SRR1740082
B_cells	4.217026412701601	8.44668355197027
CD4_T_cells	49.96990848635061	35.1194323780566
CD8_T_cells	22.590500622107097	26.222405110030497
Monocytes	11.1906404569152	6.881683855444339
Neutrophils	1.8318685541093104e-05	8.19127643114632
NK_cells	12.0319053506175	2.74758217856587
Other	3.52622488107207e-07	12.390936494786
T_cells	72.56040910845772	61.341837488087094
Lymphocytes	88.80934087177681	72.53610321862324
