	AdultKidney2	AdultKidney4
B_cells	0.25222413147718603	0.7264786493524259
CD4_T_cells	1.20327050881335	1.3732005628331398
CD8_T_cells	2.32980067504148	3.17374170523673
Monocytes	4.4001762454498	2.80781252941998
Neutrophils	1.8580738258450702e-06	7.549207408544821e-06
NK_cells	0.38609454878232097	1.4517173090173799e-06
Other	91.42843203236212	91.918757552233
T_cells	3.53307118385483	4.54694226806987
Lymphocytes	4.171389864114337	5.273422369139606
