	ES740564	ES740804	ES740823	ES740491	ES740741	ES740514	ES740517	ES740860	ES740477	ES740487	ES740738	ES740752	ES740541	ES740675	ES740900	ES740673	ES740723	ES740896	ES740540	ES740670	ES740524	ES740604	ES740907	ES740853	ES740902	ES740519	ES740820	ES740703	ES740712	ES740461	ES740630	ES740887	ES740582	ES740563	ES740872	ES740629	ES740822	ES740631	ES740668	ES740700	ES740671	ES740794	ES740911	ES740628	ES740685	ES740709	ES740890	ES740912	ES740460	ES740735	ES740845	ES740692	ES740713	ES740447	ES740751	ES740490	ES740774	ES740659	ES740892	ES740479	ES740742	ES740906	ES740669	ES740476	ES740470	ES740590	ES740701	ES740636	ES740526	ES740895	ES740444	ES740672	ES740687	ES740481	ES740615	ES740642	ES740803	ES740813	ES740450	ES740810	ES740448	ES740898	ES740908	ES740806	ES740743	ES740814	ES740793	ES740456	ES740602	ES740452	ES740808	ES740840	ES740632	ES740878	ES740674	ES740562	ES740724	ES740764	ES740650	ES740883	ES740658	ES740591	ES740520	ES740539	ES740542	ES740496	ES740880	ES740492	ES740775	ES740683	ES740446	ES740607	ES740633	ES740471	ES740821	ES740850	ES740754	ES740499	ES740894	ES740488	ES740889	ES740698	ES740790	ES740574	ES740652	ES740773	ES740618	ES740608	ES740843	ES740617	ES740736	ES740528	ES740855	ES740611	ES740557	ES740527	ES740871	ES740522	ES740593	ES740839	ES740707	ES740523	ES740726	ES740846	ES740552	ES740556	ES740660	ES740485	ES740639	ES740756	ES740603	ES740451	ES740550	ES740702	ES740826	ES740644	ES740509	ES740548	ES740828	ES740811	ES740734	ES740722	ES740792	ES740744	ES740827	ES740497	ES740772	ES740708	ES740475	ES740454	ES740443	ES740905	ES740873	ES740605	ES740691	ES740575	ES740851	ES740747	ES740916	ES740467	ES740549	ES740910	ES740904	ES740795	ES740609	ES740715	ES740614	ES740740	ES740676	ES740881	ES740817	ES740866	ES740543	ES740592	ES740640	ES740865	ES740901	ES740771	ES740705	ES740515	ES740516	ES740610	ES740777	ES740551	ES740884	ES740465	ES740588	ES740646	ES740819	ES740899	ES740891	ES740508	ES740486	ES740613	ES740482	ES740455	ES740836	ES740606	ES740730	ES740917	ES740867	ES740765	ES740586	ES740805	ES740856	ES740525	ES740594	ES740501	ES740585	ES740825	ES740721	ES740463	ES740518	ES740645	ES740835	ES740654	ES740601	ES740852	ES740529	ES740468	ES740480	ES740874	ES740776	ES740802	ES740466	ES740537	ES740809	ES740489	ES740815	ES740807	ES740581	ES740584	ES740746	ES740779	ES740449	ES740725	ES740732	ES740445	ES740770	ES740885	ES740538	ES740812	ES740731	ES740893	ES740648	ES740478	ES740882	ES740791	ES740737	ES740638	ES740909	ES740755	ES740897	ES740637	ES740778	ES740704	ES740858	ES740535	ES740678	ES740824	ES740699	ES740818	ES740903	ES740684	ES740739	ES740510	ES740780	ES740769	ES740580	ES740641	ES740844	ES740612	ES740863	ES740500	ES740531	ES740462	ES740888	ES740651	ES740558	ES740714	ES740864	ES740616	ES740706	ES740838	ES740842	ES740875	ES740753	ES740589	ES740453	ES740763	ES740498	ES740857	ES740879	ES740647	ES740442	ES740464	ES740635	ES740521	ES740677	ES740587	ES740583	ES740561	ES740745	ES740559	ES740918	ES740693	ES740876	ES740697	ES740711	ES740886	ES740859	ES740733	ES740483	ES740547	ES740560	ES740634	ES740682	ES740469	ES740643	ES740861	ES740653	ES740816	ES740649	ES740536	ES740717	ES740862	ES740619	ES740686	ES740621	ES740716	ES740530	ES740484	ES740854	ES740841	ES740837	ES740620	ES740576	ES740667	ES740877	ES740710	ES740545	ES740847	ES740511	ES740503	ES740788	ES740578	ES740796	ES740458	ES740849	ES740727	ES740568	ES740913	ES740799	ES740689	ES740554	ES740695	ES740663	ES740567	ES740760	ES740665	ES740798	ES740600	ES740768	ES740532	ES740782	ES740797	ES740767	ES740572	ES740661	ES740623	ES740720	ES740830	ES740595	ES740869	ES740599	ES740513	ES740657	ES740848	ES740571	ES740834	ES740626	ES740748	ES740785	ES740506	ES740868	ES740759	ES740786	ES740473	ES740512	ES740690	ES740915	ES740533	ES740750	ES740728	ES740504	ES740800	ES740832	ES740502	ES740666	ES740597	ES740505	ES740784	ES740569	ES740679	ES740573	ES740534	ES740596	ES740681	ES740655	ES740494	ES740688	ES740914	ES740783	ES740624	ES740507	ES740696	ES740718	ES740457	ES740831	ES740553	ES740565	ES740662	ES740680	ES740694	ES740566	ES740762	ES740789	ES740758	ES740801	ES740829	ES740622	ES740757	ES740577	ES740570	ES740627	ES740555	ES740766	ES740493	ES740749	ES740579	ES740459	ES740719	ES740729	ES740546	ES740598	ES740625	ES740474	ES740870	ES740544	ES740787	ES740472	ES740656	ES740781	ES740833	ES740761	ES740664	ES740495
relative.beta.B.cells.naive	2.24239783240348	12.872552553653502	4.8807245014271095	4.8311845913484595	3.0639983240879705	5.867495969780442	3.4544028735814702	5.30178979423033	3.88917055293527	6.604361361518719	8.61526458046138	1.18960070726062	2.251291054921	2.1398552424968402	4.356342634418491	3.6952692056016097	1.6784168525334702	3.5069884159362994	5.82862415442612	3.1998289765359496	3.75336081563846	3.1472262251585903	3.9755902628524704	3.99039452488572	11.1174852437125	3.35821264905508	4.3081003178477895	2.63096233714562	5.474120643147	1.7544548657542802	3.0690626578982303	7.31605753394047	2.32237239279016	4.246870163837641	3.30392151341383	3.16735225937061	2.99129517810083	0.7800905307959229	1.61038477700654	5.478634449517419	2.92035755633392	0.971581742053701	4.56218740855206	2.04270542401329	3.8735793800791503	2.70607515705738	4.08962328624861	5.92570869737402	4.02534135194351	4.8156646701901415	9.94923805213579	4.40172865361194	4.3553369015806185	2.31234894233757	4.47860550072133	5.061556154765389	2.75902697332796	1.9862356722120704	8.75861373724148	3.90480855879794	5.85469797496104	6.687108664619671	0.8438804530812181	5.3792957051216606	6.11656035881079	4.752682089386161	5.21803490442702	7.9847364253814685	6.2007009071316395	5.870955287614961	7.869151781116079	3.74999224168283	4.37761274441593	5.502675998752039	4.37719196738715	3.1151894998803003	2.8869339300707297	2.16726313240862	5.33794146497162	1.2937695847896398	6.07609105779757	5.14131819971696	0.5218604128749079	5.60450894787593	4.89533279689642	2.2896558832249103	1.4438379576153202	3.16472767406924	3.13956424920909	3.38587149397704	2.56075774417208	2.31940154865923	1.5476277954855902	4.35330953860798	4.71490903523918	2.64726221079491	4.12354975086797	2.82693081360744	5.038155862112269	5.90514126959244	1.4918035358391202	5.18590953660457	4.789354101078151	13.828798801754902	2.99443605595662	0.0	5.4714396604850695	6.12746906975674	4.92019839952646	4.695086808323182	3.0323297219234098	3.3470290413039	4.31064304433539	4.3237879114527615	1.87343157106816	3.7331180833863	0.851474529470605	3.5496659927551697	3.949959869397	8.94225457475522	2.65370108440749	2.5271894048245502	5.44022815027912	4.22617143161799	3.5974184452911016	5.13963011971689	1.83060333816098	0.7415000263538749	3.6456212006615	3.73468837179584	2.60785436329819	11.000868297864802	2.6105752863740403	7.17502152919363	2.2043927843291096	7.287200400090529	3.01960558079175	2.61527308733086	2.62246885803449	2.2808481540016	4.03045545594514	5.335516837554571	1.85741005623745	6.7942970090521095	3.21621214378815	2.22720023775141	2.64704403655982	2.59671753953136	4.64889374668777	1.60528644359354	3.86604594482662	5.421749796898349	5.384939031211361	1.72020988245092	1.79273514461465	4.32772147391264	6.6677910095379405	4.4122250265243	3.88395686935088	3.44568700016292	2.68749469652214	6.588333728142599	6.5316396938869605	6.5424727322717615	3.10090628179518	2.9587628628609703	7.41683419257578	2.38622339279883	5.337971317072	6.3662642250183294	3.4213896994680497	6.739619002527161	2.02986319639819	3.82779012814794	2.28886704495905	3.1387203292527097	2.7371578944986497	4.444088534970129	2.1769045529606297	4.5712050317421005	4.91958453286985	2.46448688108238	7.318990508469142	2.6624354511343	3.0547427579875	2.5535157920769502	2.32927963858114	3.4416359047813905	1.91718988320261	5.07918409901414	2.77676563886908	0.19443915584093302	1.5621219230701202	6.89214581022856	2.7864008230574	3.44507769075069	3.20271365918551	4.541581952746429	2.06610515667027	6.43134491499842	5.93860006063364	5.71458753655051	3.2869280331901902	4.46525086965219	2.61068997031115	4.601860266577679	4.140626094194991	5.18608470073488	2.03575446140903	3.603405253533501	3.3115443438170296	5.00532456363538	4.648784470614481	3.89636051269786	8.88396260667982	4.264370903603471	1.41768430177571	4.75126538086558	1.4307997227236997	3.27731930452377	3.47562911645925	4.1463973076705605	5.02577706736406	5.92514447259288	4.87983110202275	1.83433426612444	4.77662186260514	3.52100766891119	6.0890568792789805	5.4996424055476085	3.9399892296938104	3.52286908550712	2.8378694871365897	4.90110498445955	2.71494211394931	4.04887950538663	2.07213147894589	1.89121561560682	2.7508497697212007	4.653346713121009	3.70203565293298	3.06331357843316	2.6266435823170804	4.7688582855476795	3.75881830681229	3.5117244278407096	3.66524402595945	6.6885808326676806	0.9651331145556808	4.47898247309428	0.0	8.88690225846278	6.1231360106255694	1.00080863850833	2.10015405453915	5.7460490540855504	0.0	3.52669956222216	2.48682420008585	2.21021977105577	5.67501391222779	2.9552596055625098	0.0	4.23091326860521	5.21549640325681	5.44169947130563	6.58968314384096	7.791344243352049	3.6277697164712697	5.114626079186269	3.3211917051662403	0.468143640961933	4.023199951548309	2.53641534868734	5.758701782017059	1.7647603289814202	2.31833609008947	2.75262356515467	1.5559330627661598	6.7155510338225115	4.6428177861097	1.4005724411121	2.91826809949207	1.7821210679476005	2.69713832238603	4.697910233120361	2.7040621124050297	1.74914196899331	6.06789755166341	2.28921151812929	10.5237378622391	4.85006617966704	3.73743382806286	2.98915130429043	2.88317286830643	3.92234671259312	9.501161857871198	8.375080468518929	1.2517022632381398	6.522479444844638	3.3676171800926804	2.62024575569654	0.694864794450732	0.191526040131442	0.8416566712038269	1.2070412507456698	5.0387013534679514	6.8740585813210595	1.7120243448261698	3.52096702140509	3.03464958601323	4.876499964495911	3.81913807345947	3.3821922877886696	10.9199016966525	8.273643757918121	4.01548298588656	2.0280973456971596	2.9702721159515897	3.1391149257088	10.999911431339696	3.92098397328108	3.1417001786265404	3.9823284362352203	1.1545742917208501	1.06058816473774	3.65197510891926	5.92792578544447	3.1775717724534904	11.0627771794277	4.671880088071901	4.07350619576175	3.77790516590284	4.36680058516398	3.4233602559173897	5.768457883895901	0.6672059872036921	3.88368908200837	4.539769537617559	3.91255174434862	4.69618729064765	2.4936362677097796	1.92466881549399	2.2290734830351604	2.64657922666516	2.2674436580371897	2.9358142662242597	2.64543130227691	3.2268598476655503	5.4483866013339695	4.39285417613293	1.51734178063965	2.956486797748701	1.9096008123362902	3.33823519032734	3.3612650660430496	4.336267627615831	0.9424072338967742	4.07217263121798	4.09655111454087	3.73141961230432	4.9565095992393795	5.55465661248962	5.35973191939032	5.905805098922079	6.888620503818991	2.22414641908514	5.21698660214389	3.5675892311577098	5.482756408140269	5.9104568244225	3.84759231676342	4.19395317813369	1.85194158722448	2.59332432245647	4.55923810629307	2.78933769038925	2.1637686468961697	3.2588362154371304	8.617385316870589	1.54903839269405	5.0167357817508895	5.2385275556966295	2.6523929089179004	6.1992828372744215	2.5991684193663396	0.929071058908865	4.6400302989105695	3.07388025326396	3.18529974404739	6.880485316422461	0.429351151938181	4.38795863290453	3.7978460970033403	7.51244174441516	7.603132664937821	4.7426688854092305	4.502917380802679	6.23335268654163	4.560837692066309	2.65224920616415	0.0	6.07009711592956	3.1143640563774597	4.3062948976484	4.155270386657191	7.173289196418589	8.648983661211519	6.64773743646078	1.61214610109345	4.45781881482526	2.57517659790631	3.49824745322542	7.87839583329659	5.0197809403248	4.86567998261154	2.44327478663422	6.14541537447506	7.128677233850981	3.2305907051535803	3.7671451875397297	8.09731155082495	5.9033604044428305	4.48947826013278	7.20767097840788	5.771398618517301	2.7154783841270698	6.7366141492525395	4.001114075154491	2.0771012199600003	2.43384522747575	4.18143483617979	8.881788555052191	4.4877517097568	1.9734013881561003	2.9518562482723403	5.89913888202944	3.40289840298985	3.12518517371238	5.75156630241076	2.6401928318760297	2.02991486212894	6.70357469670032	4.4666222704538505	1.5947666186380698	2.61214598896095	7.09478567064724	3.99319264344298	5.406124151584329	5.9772469849868815	3.0528455355609	5.143129951950121	3.13654436513721	3.16323755449862	2.15418449564041	3.05995677333612	1.46966856157798	4.04763247275792	2.70577823800565	3.81773334273856	7.227454491719411	6.826104405591639	5.10795860916542	3.44671592484546	7.081253510864849	2.59316232039571	5.908294167514599	3.3481780150150002	3.58519023119143	4.127436705022101	7.8383151066733	4.0077542001011	9.568579080122749	3.8058039178366094	5.78550010216792	6.67351544762201	6.003153413609559
relative.beta.B.cells.memory	0.0	3.2501027233031703	0.0	0.13470646785722998	0.206773602552674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7070852454778302	0.0	1.77467489975093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.492219526900839	0.0	0.0	0.0	0.0	0.0	0.27465426171065194	0.0	0.0	0.0	0.0	0.8901274164447059	0.0	0.0	0.0	0.0	0.0	0.0	0.890822983328207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7498894327156821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8161161586203396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6040903549722998	0.0	0.437362046971099	0.29951860766317	0.0	0.0	0.0	1.6162452408105001	0.0	0.0	0.0	0.0	0.0	2.4796178806690294	0.0	0.6611004309522179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77671570927277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9677956852063578	0.0	2.31409444166703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7590358904981941	0.0	0.0	0.0	0.0	0.0	0.0	0.9669825975406692	0.0	0.0	0.0	0.0	0.0	0.190420918624512	0.0	0.0	0.0	0.275657918532586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7618569657233449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4635260053763721	0.841347085017212	0.0	0.0	1.4204956385199898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.796176669813568	0.0	0.4121018930658421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.691708175411499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8569979974428303	0.302361102465193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9791536454470869	1.58266335266617	0.0	0.0	0.0	0.0	0.0	0.0	0.43794490522193996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0965997553472695	3.60190749216667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.55732136567865	0.0	0.0	0.0	0.0	0.0	0.0	0.9692105760833929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16890636637908898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6766934672180029	0.0	1.15350559629546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7441650142656102	0.0	0.0	0.0	0.0	0.0	1.29744222371119	0.0	0.0	0.0	0.0	0.0	1.1338901444420502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9349964487139091	0.0	0.0	1.88213221931801	0.0	0.0	0.0	0.0	0.0	0.14454478059781195	0.720388474917337	0.0	0.0	0.0	0.0	6.752718661288821	0.0	0.0	0.0	0.7184013691692409	0.0	0.507552592305436	0.0	0.0	4.954628652930309	1.60813487930612	0.0	0.0	1.03212752787139	0.0	0.0	0.0	3.24669194294689	1.54375114942185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33906952266727597	2.7241785220808197	0.0	0.0	0.0	2.22344862908803	1.396174852584	0.0	0.0	0.0	2.61874806152525	0.0	0.0	0.0	0.188891757951463	0.0	0.0	0.25819230422517503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25934298346236	0.0	8.55939813957623	0.0	0.0	0.0	5.218545478968981	0.46781055090419604	3.2148005963153197	1.1684576544652199	0.0	0.0	0.0	0.0	4.6206298854167995	0.0	0.0	0.0	0.0	0.0	0.0	8.49276685634999	0.903992363290894	0.0	4.93827987848386	0.0	0.6184556907315221	0.0	0.0	0.0	0.0	0.0	0.9018342922134809	4.1707688648348	0.0	0.0	0.961800830176404	0.0833908897175537	0.0	0.19123458429118692	0.0	6.748728818882619	0.0	0.0	4.41950838260278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54550777814144	0.0	0.0
Plasma_B_cells	0.0	1.3192055649943502	1.14009172842524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9702272680079628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4725357786856899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.720929296206952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.8572547619712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128881754604138	0.0	0.0	4.81991885290578	0.0	4.2825551054602204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.563806723247062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6886335751973021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17837570722845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06734368012473597	0.0176911296883985	0.511519318885785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0503679872982306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58596169661527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6987984911017702	0.0	0.0	0.0	0.0	0.0	1.03992974143475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54583548531685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37725820802660215	0.0	0.0	0.0	0.0	1.13164193695158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16646400956733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.30467220114393	0.0	0.0	0.412067042130344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.32186097197826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0927371487645199	0.0	0.0	1.14272974488646	0.0	0.0	0.0	0.0	0.0	0.4309692764630821	0.0	1.27777583752728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.508528182591771	0.0	0.5956853786855911	0.0	0.0	0.0	0.0	0.0	3.1406895001346102	0.0	0.0	0.469566104682216	0.0	0.0	0.0	1.88327578177664	1.85167840192807	0.2669408444503369	0.56583066242034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06285326476399129	2.6152666339345503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132111311859763	0.0	0.266303295578015	0.0	0.0	0.0	1.1967550083781702	0.0	0.0	0.0	0.0	0.0	0.103120131152955	2.22961935698111	0.826692803643446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05173556400454	0.0	0.0	27.6757803601367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6861347196599179	0.0	2.96498300146682	0.0	2.63558866603708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
