	SRR7900852	SRR7900853	SRR7900854	SRR7900855	SRR7900856	SRR7900857	SRR7900858	SRR7900859
T_cells	54.576424800000005	42.9033122	30.983915600000003	51.92891620000001	41.1069129	36.9876144	34.0352059	43.9423512
CD4_T_cells	29.435562600000004	25.959119	21.072857100000004	28.2569404	25.537593700000002	15.173469500000001	14.7313453	29.5658487
CD8_T_cells	21.0040818	14.0987168	6.8443282000000005	19.0151321	13.9946462	16.3911969	14.206935699999995	11.9778402
NK_cells	3.1188595	6.1719873000000005	1.9679521	5.4550207	1.1325215	4.8842262000000005	4.7281093	1.8357413
