	NSCLC_Lambrechts_10xv2_Sample_4b	NSCLC_Lambrechts_10xv2_Sample_3a	NSCLC_Lambrechts_10xv2_Sample_4c	NSCLC_Lambrechts_10xv2_Sample_3c	NSCLC_Lambrechts_10xv2_Sample_4d	NSCLC_Lambrechts_10xv2_Sample_3b	NSCLC_Lambrechts_Sample_1b	NSCLC_Lambrechts_Sample_1c	NSCLC_Lambrechts_Sample_1d	NSCLC_Lambrechts_Sample_2a	NSCLC_Lambrechts_Sample_2b	NSCLC_Lambrechts_Sample_2c
Monocytes	10.75907	22.675143	12.648208	24.210525	10.088577	19.242245999999998	15.618135	11.458575999999999	10.307158	12.9328	18.855183	19.648953
Other	8.931167	13.908996000000002	9.525213	13.581757	8.548169999999999	11.9469516	10.259575	8.240159599999998	4.9134864999999985	13.273914000000001	16.042277	12.539127
CD4_T_cells	31.960335	27.450159999999997	31.019309999999994	26.850638	32.693059999999996	29.383457	27.88329	31.048644	32.660055	27.497464	25.754344	27.941665000000004
B_cells	8.886994999999997	7.722899999999999	9.945162400000001	6.502090000000001	9.808075	7.571414	12.289628400000002	16.976808	12.164760000000001	14.397789999999999	11.267159	11.831333500000001
NK_cells	6.261285	7.587142999999998	6.441378599999998	6.403266	6.170879	7.320510599999999	8.282872	6.0905915	6.307557	8.103097	7.4564435	6.8026185
CD8_T_cells	33.201155	20.655657	30.420724	22.451726999999998	32.691237	24.535419	25.66650000000001	26.185217	33.64698	23.794937	20.624594	21.236305
T_cells	65.16149	48.105817	61.440034	49.302365	65.384297	53.918876000000004	53.54979000000001	57.23386100000001	66.307035	51.292401	46.37893800000001	49.17797
Lymphocytes	80.30977	63.41586	77.82657499999998	62.20772100000001	81.363251	68.8108006	74.12229040000003	80.3012605	84.779352	73.793288	65.1025405	67.811922
