	SRR8030893	SRR8030894	SRR8030895	SRR8030896	SRR8030897	SRR8030898	SRR8030899	SRR8030900	SRR8030901	SRR8030902	SRR8030903	SRR8030904	SRR8030905	SRR8030906	SRR8030907	SRR8030908	SRR8030909	SRR8030910	SRR8030911	SRR8030912	SRR8030913	SRR8030914	SRR8030915	SRR8030916	SRR8030917	SRR8030918	SRR8030919	SRR8030920	SRR8030921	SRR8030922	SRR8030923	SRR8030924	SRR8030925	SRR8030926	SRR8030927	SRR8030928	SRR8030929	SRR8030930	SRR8030931	SRR8030932	SRR8030933	SRR8030934	SRR8030935	SRR8030936	SRR8030937	SRR8030938	SRR8030939	SRR8030940	SRR8030941	SRR8030942	SRR8030943	SRR8030944	SRR8030945	SRR8030946	SRR8030947	SRR8030948	SRR8030949	SRR8030950	SRR8030951	SRR8030952	SRR8030953	SRR8030954	SRR8030955	SRR8030956
Monocytes	4.12486	4.4218867999999985	5.4884434	4.1950703	4.0282589999999985	4.3477777	8.9683145	9.770105	8.657410000000002	9.303489999999998	9.6681714	9.094427	0.28282215000000005	0.25234304	0.20782650000000005	0.2496238	0.21296944	0.2075584	3.3376962000000003	3.334193	3.1244874	3.3767406	2.9371732999999995	3.6364615	2.744062	2.4720965	2.8204856	2.4197226	2.9055512	2.7049577	4.0202589999999985	3.4289629999999995	3.8545895	3.5864566	3.6694124	3.480132	3.7128717	2.8398382000000004	3.5729207	2.7475162999999996	2.9694825000000002	2.7461326	3.4144342000000005	3.858685	3.5071284	3.2828263999999994	3.505056	3.9709818	4.206722599999999	3.920451	4.018451	3.7995238	5.0903633	4.4081803	3.297029	2.9067382000000004	3.4025844	3.335312	3.584658	2.6658022999999997	2.4726202999999995	2.4781888	2.4184473	2.8394008
Other	33.858266	34.43822	36.57793	34.621856	36.418343	38.401154	35.107459999999996	39.680585	34.01002999999999	36.3121	34.499046	36.158714	0.59203473	0.6156801999999999	0.62274584	0.61450326	0.6302946999999999	0.5773939699999999	25.217608	28.673407	26.011004999999997	25.250795	26.900303000000005	28.135285	25.618082	26.6322	25.449958	26.75543	24.288552	24.886797	25.33699	25.945318	26.194474	27.693670000000004	24.914849	25.637808	27.105162	24.202085	25.046173	23.430252	23.201253	22.709043	29.140118	28.989473	28.66456800000001	27.771088	27.839625	27.177748	29.303157000000002	28.122926	28.41456800000001	28.973252	34.108734000000005	35.061526	29.95989	29.809648	31.575740000000003	31.03699000000001	28.851306	29.263270000000002	28.660074	27.061716000000004	29.097345	28.488946
CD4_T_cells	2.4066167000000003	3.2904480000000005	3.8122986000000005	1.9422099	2.7656833	2.2824854	4.05419	2.0720242	3.224395	3.3678267000000006	3.277456	2.517129	0.8508669999999999	0.71170013	0.48265959999999997	0.6607083	0.7263509	0.55063604	3.2085830000000004	1.9306378	2.0832585	4.165471299999999	2.226252	1.9273967	2.8538957000000003	2.7207086	3.8598914	2.6796915	3.343029	2.7128742999999997	4.0258687	3.7600357	3.5136614	2.7344942000000003	3.4787890000000004	3.5405442000000003	2.8938605	3.4409326000000005	3.1403507999999998	4.4775475	3.9701269999999997	3.7825305	3.0605713	2.8689869	3.7186336	3.3373627999999997	3.9132982000000003	4.2079914	3.962904200000001	3.086491	2.9861307	2.8724797000000004	2.9270075	2.9919103	2.6325935	2.1097132999999997	1.4652793000000002	3.7667542999999997	3.0597985000000003	2.150943	2.7169535	2.564174	1.6829215000000002	2.3789057999999996
B_cells	2.0730076	2.1894877999999998	2.6313932999999996	2.1203917999999997	1.8145064	1.7397612	1.6256431000000002	1.1947094999999999	1.7428351999999998	1.5729496000000005	1.4940108	1.7129793999999998	0.15402348000000002	0.12931913	0.12223426	0.13194322	0.13350599	0.13165380999999998	0.9515477	0.8194011999999998	0.8312155000000001	0.9737941	0.8848345999999999	0.77308454	1.1140158999999998	1.1099256000000002	1.2243676000000001	0.9204206	1.0719967	1.1035738000000002	1.0756209499999998	1.0477636000000001	1.1317139999999999	1.0356907	1.176345	1.1094092	0.7770147	0.8425235000000001	0.7293133	0.7156137	1.0391211	0.8541305000000001	1.1784193	1.346967	1.2891733	1.2250145000000001	1.3905873999999998	1.4869752	1.2657636	1.0270302	1.1539935	1.2714427	1.1440885	1.1411385	1.449689	1.450644	1.1332945	1.4846645	1.697212	1.2209568000000002	1.3354617	1.230522	1.2055501000000002	1.4156520000000001
NK_cells	10.3512704	11.993807599999998	12.571982	10.006285	10.3847004	10.843774	18.579017	17.296499	18.703485	19.400692000000006	19.171989	18.533960999999998	27.777365000000003	25.265005	23.519628	24.077313	25.360727	23.518233	14.255886	12.074902	12.481343	14.25227	12.76503	12.305715	12.27685	12.149292	13.606042	12.227396	13.385475	12.510233	14.830335999999999	15.396565	14.769547	14.784170000000001	16.184072	15.724553	15.008809	14.551584	15.256761	14.38181	15.164769	15.334941	12.935044	11.5720175	14.006744	13.615910000000001	13.367356	13.281201000000001	14.873655	14.645036	14.278901999999999	13.869433	13.998257	13.101508	10.593506	10.929806	10.344988	11.801976	12.540914	11.5548454	11.315010000000001	11.4206016	10.241004	11.484442
CD8_T_cells	47.18597800000001	43.666148	38.91795000000001	47.11419	44.588506	42.385042	31.665376000000002	29.986078000000006	33.66185	30.042937	31.889325000000003	31.982794	70.34289	73.02595000000002	75.04491	74.26590999999998	72.936153	75.014526	53.02868000000001	53.16746	55.468684	51.98093	54.2864	53.22205400000001	55.393094	54.91578000000001	53.03926	54.997337	55.0054	56.081563	50.71093	50.42135999999999	50.53601	50.165516	50.57653	50.50755	50.50228	54.12304	52.254486	54.24726	53.655240000000006	54.57321999999999	50.271409999999996	51.36387	48.813748	50.7678	49.984077	49.875107	46.3878	49.198067	49.14796	49.21387	42.731547	43.295738	52.067286	52.79345	52.07811	48.574302	50.266105	53.144187	53.499883	55.24479999999999	55.35473000000001	53.39265500000001
T_cells	49.59259470000001	46.956596000000005	42.73024860000001	49.0563999	47.3541893	44.6675274	35.719566	32.0581022	36.886245	33.4107637	35.166781	34.499922999999995	71.19375699999998	73.73765013000002	75.52756959999999	74.92661829999997	73.6625039	75.56516204	56.23726300000001	55.0980978	57.5519425	56.146401299999994	56.512652	55.14945070000001	58.2469897	57.63648860000002	56.899151399999994	57.677028500000006	58.348429	58.79443730000001	54.7367987	54.1813957	54.0496714	52.900010200000004	54.055319	54.0480942	53.3961405	57.56397260000001	55.3948368	58.7248075	57.625367	58.35575049999999	53.331981299999995	54.2328569	52.5323816	54.1051628	53.8973752	54.0830984	50.3507042	52.284558	52.1340907	52.08634970000001	45.6585545	46.287648299999994	54.6998795	54.90316329999999	53.5433893	52.34105630000001	53.3259035	55.29513000000001	56.2168365	57.80897399999999	57.03765150000001	55.7715608
Lymphocytes	62.01687270000001	61.1398914	57.93362390000001	61.1830767	59.5533961	57.251062600000004	55.924226100000006	50.54931070000001	57.33256520000001	54.3844053	55.8327808	54.74686340000001	99.12514548	99.13197426000002	99.16943186	99.13587451999996	99.15673689	99.21504885	71.44469670000002	67.992401	70.86450099999998	71.37246540000001	70.1625166	68.22825024000001	71.6378556	70.8957062	71.729561	70.82484509999999	72.8059007	72.4082441	70.64275565	70.6257243	69.9509324	68.7198709	71.415736	70.88205640000002	69.18196420000001	72.9580801	71.38091109999999	73.82223119999998	73.8292571	74.544822	67.4454446	67.15184140000001	67.82829890000001	68.9460873	68.6553186	68.8512746	66.4901228	67.95662420000001	67.56698619999999	67.22722540000001	60.80090000000001	60.5302948	66.74307449999999	67.28361329999998	65.0216718	65.62769680000001	67.5640295	68.0709322	68.86730820000001	70.4600976	68.48420560000001	68.6716548
