	SRR7900852	SRR7900853	SRR7900854	SRR7900855	SRR7900856	SRR7900857	SRR7900858	SRR7900859
Monocytes	24.444668	20.66047	23.414235	21.743311	26.756606	37.861666	25.054470000000002	27.187559999999998
Other	12.52604	12.984522000000002	9.5460504	7.4514369999999985	10.394662	6.268941999999999	10.0844294	9.321225
CD4_T_cells	5.860296	17.627537	10.881062599999998	16.11505	15.68019	6.1269384	13.116528	18.16175
B_cells	5.288433	8.017201	15.56284	7.157780000000002	10.479238	4.3413162000000005	9.2031896	12.180269000000001
NK_cells	14.330448	18.727256	14.262085999999998	15.865633	13.787477	14.276504999999998	15.782279999999998	12.761612
CD8_T_cells	37.550116	21.983014	26.333728000000004	31.666788	22.90182900000001	31.12463	26.7591	20.387585
T_cells	43.410412	39.610551	37.2147906	47.781838	38.582019	37.251568400000004	39.875628000000006	38.549335
Lymphocytes	63.029293	66.355008	67.03971659999999	70.805251	62.84873400000001	55.869389600000005	64.86109760000001	63.491216
