	AdultKidney2	AdultKidney4
B_cells	0.33401986738516304	0.983339550378992
Fibroblasts	0.555234834228319	0.6014574586227239
CD4_T_cells	5.453292149341401	6.386190162238189
CD8_T_cells	3.07758485222853	3.22887285472146
Endothelium	6.2104480897484	11.0549553277813
Macrophages	1.02066939236153	0.43245759877891293
NK_cells	0.177167367669965	4.1180857170853494e-09
Other	83.17158344703671	77.31272704336041
T_cells	8.530877001569928	9.615063016959649
Lymphocytes	9.04206423662506	10.598402571456727
