	CCRCC_5	CCRCC_17	CCRCC_10	CCRCC_19	CCRCC_3	CCRCC_25	CCRCC_22	CCRCC_18	CCRCC_26	CCRCC_9	CCRCC_30	CCRCC_13	CCRCC_24	CCRCC_15	CCRCC_27	CCRCC_11	CCRCC_1	CCRCC_4	CCRCC_16	CCRCC_7	CCRCC_6	CCRCC_23	CCRCC_14	CCRCC_31	CCRCC_28	CCRCC_21	CCRCC_8	CCRCC_12
B_cells	0.227842228315475	0.544230134634603	0.8334819928549241	1.21564611066479	0.26387660941834	0.7986552372091579	0.8403241617659492	1.00504862023387	0.291314459339182	1.08868952627565	0.316019942216852	1.11872180525033	3.84758263341822	0.22389216662798103	0.5213640172004861	0.9549171110839599	0.44579237644169706	0.21627593132172	0.22238181517984296	0.14475889107492002	0.89781878478402	0.16112631839220098	2.96447652588912	0.435117571136318	0.348363572638171	1.5859204197105798	3.2230096084384705	0.223383440100735
Fibroblasts	10.389360384373502	11.438194082801301	9.34148156163192	16.422395693749696	6.6806239504794815	7.09395104849313	4.14438162228707	34.3634144844315	3.72994031825894	3.5381695755002003	5.9894532739742505	2.1479135575053303	4.36363073429309	6.682934189388031	11.187436661261096	11.451764091368196	1.6886096661764698	2.10863908137611	2.9068041901080095	1.98432991638052	22.598810376760106	16.6490021166139	24.000806730309897	3.6677513629072314	16.9651772186866	19.0813086283433	8.25132698723417	3.72986711909648
CD4_T_cells	3.51660013381956	6.043183355728639	0.00016643202608752398	9.27595933572975	6.273469784664099	9.616227456356938	14.547763136243697	10.6473162827242	7.137893535105561	9.34734791094828	9.730841598597381	10.916594364985798	8.39829450543256	9.00906253963363	5.04318366669662	13.7537276538422	8.70048411311706	7.45423511790992	6.1638417623582304	4.38580984853964	12.098446561811599	6.4949120550212	4.49338653937534	7.86125419706851	6.718452208385188	6.23056648893237	7.5130606756913085	11.8994693529624
CD8_T_cells	2.09876929147518	1.50951264963967	8.737191831654421e-05	1.59196020708092	3.23385045506934	1.62255220602458	5.81812566037562	0.41978496663949705	5.335631830307	11.063606358733402	2.2186021602242803	5.829463419290799	3.30265237854491	0.6758920145925319	1.05639611026838	1.18446796661447	6.58876797866251	3.49345923750396	3.0469387963547803	2.93907604665302	1.8673817079953	0.708710822107222	6.76195335826892	3.9371888292180697	1.6952147014793102	3.6857754528287403	2.0868625596166	11.1834339837719
Endothelium	19.6104534798844	36.609599398146294	88.321336384151	29.012807621656197	18.414565656567103	11.9739832601231	26.077605368986397	19.8285704977323	40.583464945019394	28.050436163769803	6.7853255148447005	11.166724841404903	9.751340523160241	35.707946280826604	3.21248256555318	19.2687893344116	36.03202787343761	3.4925201257234706	42.6937011402319	59.5136482256056	38.6857050447033	31.575278150521	28.9370394746823	24.9849808256461	46.44271404485421	13.779304235239	32.9160662015446	6.48600193705948
Macrophages	1.5277509543651298	2.4964028548710098	1.4855612632823	2.45923718257021	0.5033733256067551	4.15112704991674	0.4026821140128521	6.09089912195531	4.31958672014754	2.92387721903588	3.0781127618352095	3.68211521518536	1.2596830644911998	4.28217254737846	2.33133987026999	0.855198285631527	1.5578869000231201	1.58526487128164	1.03141502942937	1.12848718738614	2.19666147910623	6.80334867369811	20.5295577406768	0.7002527039834591	2.98968817794618	1.98768078610237	1.17137677797385	8.026021261515899
NK_cells	7.56584318823504e-08	3.5489069021367995e-06	0.017854130266985003	1.45668965959898e-06	1.7656192051960798e-07	2.1623081957711897e-07	9.729360586492981e-08	6.899914335019279e-06	3.70813174939383e-07	3.11569654313964e-07	1.4448001040711496e-06	4.124800301878161e-07	4.6643855933265297e-07	8.571562878265393e-07	3.6862202778586493e-06	1.80885969942187e-07	2.3327600694771303e-07	2.13509706398782e-07	7.968322829781659e-07	0.0644181043902423	8.019738381377007e-07	4.4288533957131e-06	2.3230027986254694e-05	3.1289293253452505e-07	3.32235794794885e-07	0.10966106175398	3.443550720983789e-07	4.4324758905291006e-07
Other	62.6292234521083	41.3588739752716	3.08638684808185e-05	40.021992391858795	64.6302400416329	64.74350352564551	48.169117839034904	27.644959126369	38.6021678210092	43.9878729341671	71.8816433035072	65.1384663838975	69.0768156942212	43.41809940439651	76.64779342253001	52.5311353761621	44.9864308588656	81.64960542137352	43.93491646950561	29.83947177996989	21.6551752428656	37.607617434793	12.312756400769699	58.413454197147395	24.8403897437746	53.53978292708971	44.838296845145905	58.45182246224561
T_cells	5.61536942529474	7.552696005368309	0.00025380394440406817	10.867919542810668	9.50732023973344	11.23877966238152	20.36588879661932	11.067101249363693	12.47352536541256	20.41095426968168	11.949443758821658	16.746057784276598	11.700946883977466	9.68495455422616	6.099579776964999	14.938195620456668	15.28925209177957	10.94769435541388	9.21078055871301	7.3248858951926605	13.965828269806902	7.203622877128423	11.25533989764426	11.79844302628658	8.4136669098645	9.916341941761113	9.59992323530791	23.0829033367343
Lymphocytes	5.843211729268647	8.096929688909817	0.8515899270663131	12.083567110165117	9.771197025713699	12.037435115821495	21.206213055678877	12.0721567695119	12.764840195564913	21.499644107526983	12.265465145838617	17.86478000200696	15.54852998383425	9.908847578010429	6.620947480385763	15.8931129124266	15.735044701497277	11.163970500245307	9.433163170725138	7.534062890657821	14.86364785656476	7.364753624374018	14.219839653561367	12.233560910315829	8.762030814738464	11.61192342322567	12.822933188101453	23.306287220082627
