	cy53	cy58	cy59	cy60	cy65	cy67	cy71	cy72	cy74	cy75	cy78	cy79	cy80	cy81	cy82	cy84	cy88	cy89	cy94
B_cells	1.19419119210291e-06	1.5520721709773702	0.268297254100535	46.83456845096521	6.47314319398883	18.9849432405965	0.700369597709359	15.807504672175801	8.59900872882077	0.6149100406928771	0.9880451049949528	9.30679293260168	12.4698959667729	1.79285124862777	3.27399641964989	20.4767157513408	7.884595553822651	26.4354729018857	28.7177844388772
Fibroblasts	3.652610765789	0.018156265970121998	8.12066819339557	0.008637765007951272	1.0522164087947301e-05	0.109429731451885	0.026096870013385492	8.605699912972099e-07	0.011485439953910902	0.011775827045536298	0.230695891257045	0.366122425531443	1.2360595037155702	0.29311435420506393	4.09852339901024	1.21879621981507	0.924352693967891	4.7634612838964504e-05	2.38614524590966
CD4_T_cells	38.354920264458606	9.60192295643529	4.40200625393192	34.7562863138797	57.0251895197613	41.55662499777261	14.7666477555937	84.17480888129009	26.0474027500124	7.09408069796723e-07	2.95798845190264	0.7327425415500741	38.431217652281	30.2449782948704	23.671209603537502	46.14307488876221	31.231888603161106	30.273668272225706	64.5177786312279
CD8_T_cells	7.77157680069563	73.21593625661392	1.9503983538633503	15.0785305029485	34.99068183651049	28.935185115300797	14.459177827120199	0.0106313934136867	45.308743741297995	96.4671729979014	1.30391600565067	37.507457522403506	14.1544457800451	6.9168380946478205	5.58603113655506	11.826059196225	15.611446904503698	29.7175557582252	0.19183803384363604
Endothelium	9.08170461237715	0.218843247672511	0.2666667634215811	0.049848162224153794	0.007274385247746759	1.9939371687568501	0.4387394981644411	0.00590493005835844	7.1910903882415695e-06	0.2369301805059311	0.662082482245445	0.7585983184424541	7.4512928394215905	0.954698542396452	0.6717563076665699	0.5722914809762171	0.556124431484078	0.25146706770024196	4.1589887080670795
Macrophages	4.31115208059066	0.632105275602326	0.487626976674164	0.372780013436494	0.10060488893452901	3.81093242981922e-06	0.389452611108339	0.00114370830788765	0.35451125470018896	0.13083579287542402	0.0886037395327206	0.255894774581089	2.55491442460968e-07	0.05094678509847099	2.0547072083772098	4.30149460233175	4.864789000595129	0.7711430213040078	0.0274648999918151
NK_cells	27.29168952769861	0.214894229798714	1.40784257059318e-07	2.8993473932214395	1.40309486586368	0.92131868327691	1.7749206945252895e-09	3.56039102723136e-06	9.020747911720409e-09	1.5857803621021697e-09	1.4069572139896498e-07	4.77496782225272e-09	0.965063925660325	0.214350676484142	4.939685546503328e-08	4.504149132996201	0.49346300921481495	2.09311659098267	2.6214375152617003e-08
Other	9.536344754199188	14.5460695969298	84.50433606382859	1.3983166191686301e-06	7.875293630901468e-07	7.498557251912032	69.2195158385157	1.9937931822543504e-06	19.678840885103604	2.53837444998496	93.7686681837208	51.072391480114796	25.2920240766121	59.5322220036699	60.64377587580661	10.957418727552804	38.433339803250696	10.457528753063698	1.5868345019004605e-08
T_cells	46.126497065154226	82.8178592130492	6.352404607795269	49.8348168168282	92.0158713562718	70.49181011307341	29.2258255827139	84.18544027470378	71.35614649131041	96.46717370730947	4.261904457553309	38.24020006395357	52.5856634323261	37.161816389518215	29.25724074009256	57.9691340849872	46.8433355076648	59.99122403045091	64.70961666507154
Lymphocytes	73.41818778704402	84.58482561382529	6.620702002680062	99.56873266101485	99.8921094161243	90.39807203694679	29.926195182198175	99.9929485072706	79.95515522915191	97.08208374958812	5.249949703243985	47.54699300133022	66.02062332475933	39.16901831463013	32.5312372091393	82.94999896932421	55.221394070702274	88.51981352331926	93.42740113016312
